geo_borough,building_type,owner_class,class_parcels,class_units,parcels,units,parcel_share,unit_share
Pinecrest,sfr_1_4,unknown,456,465,5273,5431,0.08647828560591693,0.0856195912354999
Aventura,condo_unit,lender_reo,10,10,23019,23019,0.0004344237369129849,0.0004344237369129849
Sunny Isles Beach,sfr_1_4,corp,10,10,378,390,0.026455026455026454,0.02564102564102564
Pinecrest,sfr_1_4,partnership,5,5,5273,5431,0.0009482268158543523,0.0009206407659731173
North Miami,condo_unit,trust,20,20,5265,5265,0.003798670465337132,0.003798670465337132
Miami Gardens,large_mf,corp,12,1297,46,6910,0.2608695652173913,0.18769898697539797
Sunny Isles Beach,sfr_1_4,estate,1,1,378,390,0.0026455026455026454,0.002564102564102564
South Miami,large_mf,corp,7,307,21,1244,0.3333333333333333,0.24678456591639872
Miami Springs,sfr_1_4,individual,3129,3284,3485,3701,0.8978479196556671,0.8873277492569576
Sweetwater,small_mf,individual,5,44,29,277,0.1724137931034483,0.1588447653429603
Hialeah Gardens,condo_unit,lender_reo,2,2,3064,3064,0.0006527415143603133,0.0006527415143603133
Pinecrest,condo_unit,unknown,20,20,759,759,0.026350461133069828,0.026350461133069828
Unincorporated County,sfr_1_4,lender_reo,62,65,251643,261828,0.00024638078547783965,0.00024825457934216354
