year,geo_borough,sales,units,entity_sales,entity_units,sale_share,unit_share
2001,Riverside,264,324,1,1,0.003787878787878788,0.0030864197530864196
2001,Rogers Park,1072,1503,29,121,0.027052238805970148,0.08050565535595476
2001,Schaumburg,3099,3130,8,8,0.0025814778960955146,0.0025559105431309905
2001,South Chicago,1610,2243,27,71,0.016770186335403725,0.03165403477485511
2001,Stickney,724,904,4,5,0.0055248618784530384,0.0055309734513274336
2001,Thornton,3069,3805,40,66,0.013033561420658195,0.017345597897503284
2001,West Chicago,4951,9470,187,668,0.037770147444960614,0.07053854276663146
2001,Wheeling,3311,3523,26,50,0.007852612503775294,0.01419244961680386
2001,Worth,2936,3456,22,46,0.007493188010899182,0.013310185185185185
2002,Barrington,350,356,18,19,0.05142857142857143,0.05337078651685393
2002,Berwyn,1064,1562,13,33,0.012218045112781954,0.02112676056338028
