year,geo_borough,sales,units,entity_sales,entity_units,sale_share,unit_share
2002,Bloom,1787,2031,19,49,0.010632344711807499,0.0241260462826194
2002,Bremen,2414,2792,35,125,0.014498757249378625,0.04477077363896848
2002,Calumet,278,496,11,116,0.039568345323741004,0.23387096774193547
2002,Cicero,1132,1867,9,29,0.007950530035335688,0.015532940546331012
2002,Elk Grove,1570,1701,11,17,0.0070063694267515925,0.009994121105232217
2002,Evanston,1353,1682,16,86,0.011825572801182557,0.05112960760998811
2002,Hanover,2432,2487,20,20,0.008223684210526315,0.008041817450743867
2002,Hyde Park,4224,7372,191,564,0.04521780303030303,0.07650569723277266
2002,Jefferson,7784,11526,71,293,0.009121274409044193,0.025420787784140204
2002,Lake,9603,13619,367,661,0.038217223784234096,0.04853513473823335
2002,Lake View,5949,7264,166,391,0.027903849386451504,0.05382709251101322
2002,Lemont,376,398,16,21,0.0425531914893617,0.052763819095477386
2002,Leyden,1537,1954,8,37,0.00520494469746259,0.018935516888433982
2002,Lyons,2231,2714,47,77,0.0210667861945316,0.028371407516580693
2002,Maine,2600,2767,23,24,0.008846153846153846,0.008673653776653415
2002,New Trier,1244,1285,73,76,0.058681672025723476,0.05914396887159533
2002,Niles,1778,2154,18,38,0.010123734533183352,0.017641597028783658
2002,North Chicago,3165,3447,85,175,0.026856240126382307,0.050768784450246594
2002,Northfield,2037,2120,37,38,0.018163966617574866,0.017924528301886792
2002,Norwood Park,443,526,7,13,0.01580135440180587,0.024714828897338403
2002,Oak Park,1103,1321,22,61,0.019945602901178604,0.04617713853141559
2002,Orland,2251,2380,31,67,0.013771657041314972,0.02815126050420168
2002,Palatine,2923,3291,23,76,0.00786862812179268,0.023093284715891827
2002,Palos,981,1120,11,41,0.011213047910295617,0.03660714285714286
2002,Proviso,2614,3325,33,60,0.01262433052792655,0.01804511278195489
2002,Rich,1834,1935,27,29,0.014721919302071973,0.014987080103359173
2002,River Forest,241,256,2,2,0.008298755186721992,0.0078125
2002,Riverside,279,303,6,9,0.021505376344086023,0.0297029702970297
2002,Rogers Park,1222,1741,19,104,0.015548281505728314,0.05973578403216542
2002,Schaumburg,3215,3275,19,25,0.005909797822706065,0.007633587786259542
2002,South Chicago,1667,2424,32,112,0.01919616076784643,0.0462046204620462
2002,Stickney,721,870,5,9,0.006934812760055479,0.010344827586206896
2002,Thornton,3521,4480,50,130,0.014200511218403862,0.029017857142857144
2002,West Chicago,5874,10839,264,812,0.0449438202247191,0.07491466002398746
2002,Wheeling,3465,3641,31,52,0.008946608946608947,0.014281790716836034
2002,Worth,3092,3702,26,100,0.008408796895213453,0.02701242571582928
2003,Barrington,339,340,13,13,0.038348082595870206,0.03823529411764706
2003,Berwyn,1037,1448,16,28,0.015429122468659595,0.019337016574585635
2003,Bloom,1865,2253,41,60,0.02198391420911528,0.02663115845539281
2003,Bremen,2588,2955,51,65,0.01970633693972179,0.021996615905245348
2003,Calumet,284,441,6,22,0.02112676056338028,0.049886621315192746
2003,Cicero,1192,1920,14,41,0.01174496644295302,0.021354166666666667
2003,Elk Grove,1687,1834,14,59,0.008298755186721992,0.0321701199563795
2003,Evanston,1400,1616,42,94,0.03,0.05816831683168317
2003,Hanover,2452,2517,27,28,0.01101141924959217,0.011124354390147001
2003,Hyde Park,4614,7938,316,954,0.06848721283051581,0.12018140589569161
2003,Jefferson,7974,11458,108,301,0.013544018058690745,0.026269855123058124
2003,Lake,10334,14452,528,864,0.051093477840139345,0.05978411292554664
2003,Lake View,6315,7734,198,562,0.031353919239904986,0.07266614946987329
2003,Lemont,319,354,11,16,0.034482758620689655,0.04519774011299435
2003,Leyden,1652,2138,2,2,0.0012106537530266344,0.0009354536950420954
2003,Lyons,2109,2456,65,93,0.030820293978188716,0.037866449511400654
2003,Maine,2775,2979,32,45,0.011531531531531532,0.015105740181268883
2003,New Trier,1375,1413,108,120,0.07854545454545454,0.08492569002123142
2003,Niles,1878,2236,19,20,0.010117145899893504,0.008944543828264758
2003,North Chicago,3875,4209,106,202,0.02735483870967742,0.04799239724400095
2003,Northfield,1835,1875,53,60,0.02888283378746594,0.032
2003,Norwood Park,430,471,6,12,0.013953488372093023,0.025477707006369428
2003,Oak Park,1063,1196,19,38,0.017873941674506115,0.03177257525083612
2003,Orland,2242,2299,22,23,0.009812667261373774,0.010004349717268378
2003,Palatine,2730,2957,44,86,0.01611721611721612,0.029083530605343254
2003,Palos,1088,1247,13,15,0.011948529411764705,0.012028869286287089
2003,Proviso,2812,3516,53,174,0.018847795163584636,0.04948805460750853
2003,Rich,1825,1957,29,105,0.01589041095890411,0.05365355135411344
2003,River Forest,241,252,4,6,0.016597510373443983,0.023809523809523808
2003,Riverside,274,322,4,11,0.014598540145985401,0.034161490683229816
2003,Rogers Park,1194,1713,26,120,0.021775544388609715,0.07005253940455342
2003,Schaumburg,3424,3486,46,56,0.013434579439252336,0.01606425702811245
2003,South Chicago,1764,2392,40,114,0.022675736961451247,0.047658862876254184
2003,Stickney,837,981,6,7,0.007168458781362007,0.007135575942915392
2003,Thornton,3731,4725,89,233,0.023854194585901902,0.049312169312169314
2003,West Chicago,6461,11676,355,1120,0.054945054945054944,0.09592326139088729
2003,Wheeling,3465,3741,38,59,0.010966810966810967,0.015771184175354183
2003,Worth,3136,3704,24,37,0.007653061224489796,0.009989200863930885
2004,Barrington,324,334,14,16,0.043209876543209874,0.04790419161676647
2004,Berwyn,1078,1614,16,63,0.014842300556586271,0.03903345724907063
2004,Bloom,2062,2333,51,65,0.024733268671193017,0.02786112301757394
2004,Bremen,2659,3101,67,122,0.025197442647611885,0.039342147694292166
2004,Calumet,346,513,21,63,0.06069364161849711,0.12280701754385964
2004,Cicero,1237,1898,33,61,0.02667744543249798,0.0321390937829294
2004,Elk Grove,2090,2226,27,48,0.01291866028708134,0.0215633423180593
2004,Evanston,1452,1797,55,160,0.03787878787878788,0.08903728436282693
2004,Hanover,2754,2805,39,39,0.014161220043572984,0.013903743315508022
2004,Hyde Park,5429,9375,437,1418,0.0804936452385338,0.15125333333333332
2004,Jefferson,8468,12388,154,481,0.018186112423240433,0.03882789796577333
2004,Lake,11777,16589,669,1171,0.05680563810817695,0.07058894448128278
2004,Lake View,6417,7818,268,611,0.04176406420445691,0.07815298030186749
2004,Lemont,350,376,12,21,0.03428571428571429,0.05585106382978723
2004,Leyden,1702,2077,18,47,0.010575793184488837,0.02262879152623977
2004,Lyons,2152,2514,78,91,0.0362453531598513,0.03619729514717582
2004,Maine,2917,3174,46,81,0.01576962632841961,0.02551984877126654
2004,New Trier,1305,1364,131,154,0.10038314176245211,0.11290322580645161
2004,Niles,2080,2455,38,65,0.01826923076923077,0.026476578411405296
2004,North Chicago,4258,4711,132,370,0.031000469704086424,0.07853958819783485
2004,Northfield,1806,1849,73,74,0.040420819490586936,0.04002163331530557
2004,Norwood Park,460,528,9,9,0.01956521739130435,0.017045454545454544
2004,Oak Park,1135,1315,27,49,0.02378854625550661,0.037262357414448666
2004,Orland,2080,2162,24,39,0.011538461538461539,0.018038852913968548
2004,Palatine,2625,2856,52,98,0.019809523809523808,0.03431372549019608
2004,Palos,1067,1167,18,25,0.016869728209934397,0.021422450728363324
2004,Proviso,3079,4063,62,199,0.02013640792465086,0.0489785872507999
2004,Rich,2094,2158,39,55,0.01862464183381089,0.025486561631139944
2004,River Forest,248,260,9,15,0.036290322580645164,0.057692307692307696
2004,Riverside,321,371,6,16,0.018691588785046728,0.0431266846361186
2004,Rogers Park,1278,1872,34,166,0.026604068857589983,0.08867521367521368
2004,Schaumburg,3275,3331,44,55,0.013435114503816794,0.016511558090663465
2004,South Chicago,1857,2563,36,89,0.01938610662358643,0.034724931720639875
2004,Stickney,818,985,21,31,0.02567237163814181,0.03147208121827411
2004,Thornton,4333,5293,117,175,0.027002077082852526,0.0330625354241451
2004,West Chicago,7589,13418,393,1230,0.05178547898273817,0.09166790877925175
2004,Wheeling,3613,3775,88,109,0.02435649045114863,0.028874172185430463
2004,Worth,3111,3660,40,117,0.01285760205721633,0.031967213114754096
2005,Barrington,347,354,15,16,0.043227665706051875,0.04519774011299435
2005,Berwyn,1161,1598,18,50,0.015503875968992248,0.03128911138923655
2005,Bloom,2148,2414,85,109,0.03957169459962756,0.04515327257663629
2005,Bremen,2716,3164,87,211,0.03203240058910162,0.06668773704171935
2005,Calumet,359,544,22,43,0.06128133704735376,0.07904411764705882
2005,Cicero,1181,1750,18,59,0.015241320914479255,0.03371428571428572
2005,Elk Grove,1839,1930,17,40,0.009244154431756389,0.02072538860103627
2005,Evanston,1467,1797,66,163,0.044989775051124746,0.09070673344462994
2005,Hanover,2833,2876,32,35,0.011295446523120367,0.012169680111265646
2005,Hyde Park,5783,9641,445,1251,0.07694968009683555,0.1297583238253293
2005,Jefferson,8633,12470,217,629,0.025136105641144445,0.05044105854049719
2005,Lake,12151,17149,665,1232,0.054728005925438236,0.0718409236690186
2005,Lake View,6708,8055,291,695,0.04338103756708408,0.08628181253879579
2005,Lemont,394,431,13,25,0.03299492385786802,0.058004640371229696
2005,Leyden,1721,2045,25,60,0.01452643811737362,0.029339853300733496
2005,Lyons,2175,2611,83,130,0.03816091954022988,0.0497893527384144
2005,Maine,2755,2985,47,90,0.01705989110707804,0.03015075376884422
2005,New Trier,1263,1296,108,113,0.0855106888361045,0.08719135802469136
2005,Niles,1935,2305,35,38,0.01808785529715762,0.01648590021691974
2005,North Chicago,4151,4487,136,238,0.03276318959286919,0.0530421216848674
2005,Northfield,1998,2082,86,88,0.043043043043043044,0.04226705091258405
2005,Norwood Park,442,499,12,13,0.027149321266968326,0.026052104208416832
2005,Oak Park,1172,1346,41,91,0.03498293515358362,0.0676077265973254
2005,Orland,2060,2112,18,22,0.008737864077669903,0.010416666666666666
2005,Palatine,2639,2841,52,81,0.019704433497536946,0.028511087645195353
2005,Palos,1187,1291,16,29,0.013479359730412805,0.022463206816421378
2005,Proviso,3168,3912,81,145,0.02556818181818182,0.03706543967280164
2005,Rich,2114,2214,55,94,0.026017029328287606,0.04245709123757904
2005,River Forest,280,299,10,27,0.03571428571428571,0.0903010033444816
2005,Riverside,293,361,6,6,0.020477815699658702,0.01662049861495845
2005,Rogers Park,1399,2042,58,298,0.04145818441744103,0.14593535749265427
2005,Schaumburg,3239,3296,48,64,0.014819388700216115,0.019417475728155338
2005,South Chicago,2342,3039,66,183,0.028181041844577284,0.060217176702862786
2005,Stickney,832,944,16,24,0.019230769230769232,0.025423728813559324
2005,Thornton,4521,5578,138,255,0.030524220305242204,0.0457153101470061
2005,West Chicago,7863,13988,448,1303,0.056975709016914663,0.09315127251930226
2005,Wheeling,3550,3727,80,99,0.022535211267605635,0.026562919237993025
2005,Worth,3212,3766,66,117,0.02054794520547945,0.03106744556558683
2006,Barrington,244,245,14,14,0.05737704918032787,0.05714285714285714
2006,Berwyn,849,1141,14,41,0.016489988221436984,0.03593339176161262
2006,Bloom,1979,2220,70,107,0.035371399696816574,0.0481981981981982
2006,Bremen,2375,2556,115,137,0.04842105263157895,0.05359937402190924
2006,Calumet,293,418,17,46,0.05802047781569966,0.11004784688995216
2006,Cicero,947,1435,12,36,0.012671594508975714,0.025087108013937282
2006,Elk Grove,1283,1370,16,23,0.012470771628994544,0.016788321167883213
2006,Evanston,1229,1511,51,157,0.04149715215622457,0.10390469887491727
2006,Hanover,2206,2300,42,64,0.019038984587488667,0.02782608695652174
2006,Hyde Park,5424,8877,447,1277,0.08241150442477876,0.1438549059366903
2006,Jefferson,6763,9537,187,648,0.027650450983291438,0.06794589493551431
2006,Lake,9789,13896,651,1354,0.0665032178976402,0.09743811168681635
2006,Lake View,5676,6791,256,727,0.04510218463706836,0.10705345309969076
2006,Lemont,303,314,9,10,0.0297029702970297,0.03184713375796178
2006,Leyden,1427,1677,27,71,0.0189208128941836,0.042337507453786526
2006,Lyons,1743,2118,72,128,0.04130808950086059,0.06043437204910293
2006,Maine,2114,2276,45,83,0.02128666035950804,0.03646748681898067
2006,New Trier,980,1044,73,120,0.07448979591836735,0.11494252873563218
2006,Niles,1535,1729,25,31,0.016286644951140065,0.017929438982070563
2006,North Chicago,3636,3952,131,300,0.03602860286028603,0.07591093117408906
2006,Northfield,1352,1404,48,58,0.03550295857988166,0.04131054131054131
2006,Norwood Park,360,391,12,18,0.03333333333333333,0.04603580562659847
2006,Oak Park,943,1093,29,72,0.030752916224814422,0.06587374199451052
2006,Orland,1665,1721,40,68,0.024024024024024024,0.039511911679256245
2006,Palatine,2306,2374,53,91,0.02298352124891587,0.038331929233361414
2006,Palos,973,1066,28,29,0.02877697841726619,0.027204502814258912
2006,Proviso,2517,3099,75,161,0.029797377830750895,0.05195224265892223
2006,Rich,1999,2060,62,79,0.031015507753876938,0.0383495145631068
2006,River Forest,213,221,8,10,0.03755868544600939,0.04524886877828054
2006,Riverside,232,279,11,30,0.04741379310344827,0.10752688172043011
2006,Rogers Park,1088,1488,39,206,0.035845588235294115,0.13844086021505375
2006,Schaumburg,2552,2580,29,42,0.011363636363636364,0.01627906976744186
2006,South Chicago,1775,2390,71,303,0.04,0.12677824267782425
2006,Stickney,622,709,12,19,0.01929260450160772,0.02679830747531735
2006,Thornton,4113,4936,150,232,0.03646973012399708,0.04700162074554295
2006,West Chicago,6725,11757,410,1350,0.060966542750929366,0.11482521051288594
2006,Wheeling,2732,2820,50,71,0.018301610541727673,0.02517730496453901
2006,Worth,2693,3053,74,165,0.027478648347567768,0.05404520144120537
2007,Barrington,224,234,5,5,0.022321428571428572,0.021367521367521368
2007,Berwyn,512,653,5,10,0.009765625,0.015313935681470138
2007,Bloom,1434,1618,43,49,0.0299860529986053,0.030284301606922127
2007,Bremen,1646,1796,24,37,0.014580801944106925,0.02060133630289532
2007,Calumet,222,335,5,13,0.02252252252252252,0.03880597014925373
2007,Cicero,469,706,7,16,0.014925373134328358,0.0226628895184136
2007,Elk Grove,1017,1079,5,15,0.004916420845624385,0.013901760889712697
2007,Evanston,1022,1260,9,23,0.008806262230919765,0.018253968253968255
2007,Hanover,1625,1855,10,10,0.006153846153846154,0.005390835579514825
2007,Hyde Park,3932,6442,136,390,0.03458799593082401,0.06054020490530891
2007,Jefferson,4789,6516,56,187,0.011693464188765922,0.028698588090853284
2007,Lake,6587,8939,190,322,0.02884469409442842,0.036021926389976505
2007,Lake View,5370,6360,60,170,0.0111731843575419,0.026729559748427674
2007,Lemont,257,280,5,6,0.019455252918287938,0.02142857142857143
2007,Leyden,898,1080,10,15,0.011135857461024499,0.013888888888888888
2007,Lyons,1274,1462,11,46,0.008634222919937205,0.03146374829001368
2007,Maine,1504,1645,16,27,0.010638297872340425,0.01641337386018237
2007,New Trier,964,1002,16,16,0.016597510373443983,0.015968063872255488
2007,Niles,1123,1255,4,6,0.003561887800534283,0.004780876494023904
2007,North Chicago,3589,3866,51,104,0.014210086375034828,0.026901189860320744
2007,Northfield,1153,1216,24,25,0.020815264527320035,0.02055921052631579
2007,Norwood Park,226,235,4,11,0.017699115044247787,0.04680851063829787
2007,Oak Park,800,907,10,22,0.0125,0.024255788313120176
2007,Orland,1264,1298,14,14,0.011075949367088608,0.01078582434514638
2007,Palatine,1730,1806,17,33,0.009826589595375723,0.018272425249169437
2007,Palos,694,734,8,14,0.011527377521613832,0.01907356948228883
2007,Proviso,1717,2013,24,48,0.013977868375072802,0.02384500745156483
2007,Rich,1453,1495,27,28,0.018582243633860976,0.018729096989966554
2007,River Forest,159,162,0,0,0.0,0.0
2007,Riverside,205,254,3,3,0.014634146341463415,0.011811023622047244
2007,Rogers Park,1046,1283,10,35,0.009560229445506692,0.027279812938425563
2007,Schaumburg,1802,1851,9,22,0.004994450610432853,0.011885467314964884
2007,South Chicago,1716,2065,33,78,0.019230769230769232,0.03777239709443099
2007,Stickney,411,458,3,3,0.0072992700729927005,0.006550218340611353
2007,Thornton,2777,3351,72,84,0.025927259632697156,0.025067144136078783
2007,West Chicago,5330,8363,132,370,0.02476547842401501,0.044242496711706325
2007,Wheeling,2094,2226,20,33,0.009551098376313277,0.014824797843665768
2007,Worth,1943,2274,18,22,0.009264024704065878,0.009674582233948988
2008,Barrington,198,205,9,16,0.045454545454545456,0.07804878048780488
2008,Berwyn,378,528,13,62,0.03439153439153439,0.11742424242424243
2008,Bloom,928,1039,69,87,0.07435344827586207,0.08373435996150144
2008,Bremen,1105,1231,81,153,0.07330316742081448,0.12428919577579203
2008,Calumet,160,258,20,69,0.125,0.26744186046511625
2008,Cicero,314,465,11,37,0.03503184713375796,0.07956989247311828
2008,Elk Grove,659,681,5,5,0.007587253414264037,0.007342143906020558
2008,Evanston,758,865,26,65,0.03430079155672823,0.07514450867052024
2008,Hanover,1098,1149,33,38,0.030054644808743168,0.03307223672758921
2008,Hyde Park,2713,4178,383,917,0.1411721341688168,0.21948300622307323
2008,Jefferson,3350,4581,138,415,0.04119402985074627,0.09059157389216328
2008,Lake,4659,6374,566,1038,0.12148529727409316,0.16284907436460622
2008,Lake View,3856,4663,210,645,0.05446058091286307,0.1383229680463221
2008,Lemont,152,152,6,6,0.039473684210526314,0.039473684210526314
2008,Leyden,593,849,20,60,0.03372681281618887,0.0706713780918728
2008,Lyons,830,985,20,46,0.024096385542168676,0.046700507614213196
2008,Maine,1062,1126,24,27,0.022598870056497175,0.023978685612788632
2008,New Trier,666,706,35,54,0.052552552552552555,0.0764872521246459
2008,Niles,854,1005,34,75,0.03981264637002342,0.07462686567164178
2008,North Chicago,2466,2794,113,243,0.045823195458231956,0.08697208303507516
2008,Northfield,839,886,28,35,0.033373063170441,0.039503386004514675
2008,Norwood Park,199,222,7,18,0.035175879396984924,0.08108108108108109
2008,Oak Park,588,662,24,61,0.04081632653061224,0.09214501510574018
2008,Orland,910,936,29,33,0.031868131868131866,0.035256410256410256
2008,Palatine,1134,1191,31,43,0.027336860670194002,0.03610411418975651
2008,Palos,461,498,13,24,0.028199566160520606,0.04819277108433735
2008,Proviso,1097,1309,47,89,0.04284412032816773,0.06799083269671505
2008,Rich,960,1019,82,100,0.08541666666666667,0.09813542688910697
2008,River Forest,120,128,8,14,0.06666666666666667,0.109375
2008,Riverside,145,174,8,25,0.05517241379310345,0.14367816091954022
2008,Rogers Park,653,858,29,135,0.0444104134762634,0.15734265734265734
2008,Schaumburg,1213,1457,30,126,0.0247320692497939,0.08647906657515443
2008,South Chicago,1432,1830,56,124,0.03910614525139665,0.06775956284153005
2008,Stickney,287,328,6,10,0.020905923344947737,0.03048780487804878
2008,Thornton,1869,2289,220,335,0.11771000535045478,0.14635211882918306
2008,West Chicago,3795,6228,409,1289,0.1077733860342556,0.2069685292228645
2008,Wheeling,1385,1436,33,61,0.023826714801444042,0.04247910863509749
2008,Worth,1308,1503,45,100,0.034403669724770644,0.0665335994677312
2009,Barrington,161,163,6,6,0.037267080745341616,0.03680981595092025
2009,Berwyn,531,722,25,51,0.047080979284369114,0.07063711911357341
2009,Bloom,911,1034,112,139,0.12294182217343579,0.1344294003868472
2009,Bremen,1056,1136,124,134,0.11742424242424243,0.11795774647887323
2009,Calumet,149,198,27,53,0.18120805369127516,0.2676767676767677
2009,Cicero,545,840,27,47,0.04954128440366973,0.055952380952380955
2009,Elk Grove,693,741,27,52,0.03896103896103896,0.07017543859649122
2009,Evanston,683,897,36,135,0.0527086383601757,0.1505016722408027
2009,Hanover,1000,1037,44,70,0.044,0.06750241080038573
2009,Hyde Park,2795,4556,482,1256,0.17245080500894455,0.27568042142230026
2009,Jefferson,4416,6028,226,577,0.051177536231884056,0.09571997345719974
2009,Lake,5198,7383,792,1445,0.15236629472874183,0.19571989706081538
2009,Lake View,3418,3871,119,352,0.03481568168519602,0.09093257556187032
2009,Lemont,147,156,5,13,0.034013605442176874,0.08333333333333333
2009,Leyden,810,913,19,41,0.02345679012345679,0.044906900328587074
2009,Lyons,895,1013,27,50,0.030167597765363128,0.049358341559723594
2009,Maine,1197,1261,35,39,0.029239766081871343,0.030927835051546393
2009,New Trier,641,668,32,43,0.0499219968798752,0.06437125748502993
2009,Niles,927,1061,23,35,0.02481121898597627,0.03298774740810556
2009,North Chicago,2222,2358,91,171,0.04095409540954095,0.07251908396946564
2009,Northfield,795,813,24,31,0.03018867924528302,0.038130381303813035
2009,Norwood Park,243,273,7,26,0.02880658436213992,0.09523809523809523
2009,Oak Park,565,623,26,46,0.04601769911504425,0.0738362760834671
2009,Orland,924,934,23,23,0.024891774891774892,0.02462526766595289
